transcript_id,company,speaker_role,risk_type,expectations
165.0,Arch Capital Group Ltd.,CEO,book value decline,neutral
165.0,Arch Capital Group Ltd.,CEO,investment portfolio losses,neutral
166.0,Dominion,"Director, IR",weather,neutral
166.0,Dominion,Executive Vice President and Chief Financial Officer,weather,neutral
166.0,Dominion,"Director, IR",tax,neutral
166.0,Dominion,Executive Vice President and Chief Financial Officer,weather,neutral
166.0,Dominion,"Director, IR",tax,neutral
167.0,Atmos Energy Corporation,CEO,market volatility,neutral
167.0,Atmos Energy Corporation,CEO,regulatory,neutral
167.0,Atmos Energy Corporation,CEO,customer concentration,neutral
167.0,Atmos Energy Corporation,CEO,regulatory,neutral
168.0,Flowserve,CEO,financial,neutral
168.0,Flowserve,CFO,financial,neutral
168.0,Flowserve,CEO,operational,neutral
168.0,Flowserve,CEO,operational,neutral
168.0,Flowserve,CEO,financial,neutral
168.0,Flowserve,CEO,financial,neutral
169.0,Northern Trust Corporation,CFO,market volatility,neutral
169.0,Northern Trust Corporation,CFO,interest rates,neutral
169.0,Northern Trust Corporation,CFO,credit environment,neutral
169.0,Northern Trust Corporation,CFO,currency volatility,neutral
169.0,Northern Trust Corporation,CFO,economic climate,neutral
169.0,Northern Trust Corporation,CFO,market volatility,neutral
171.0,The Bank of New York Mellon Corporation,CEO,market,neutral
171.0,The Bank of New York Mellon Corporation,CFO,market,neutral
171.0,The Bank of New York Mellon Corporation,CEO,market,neutral
171.0,The Bank of New York Mellon Corporation,CFO,credit,neutral
171.0,The Bank of New York Mellon Corporation,CEO,market,neutral
171.0,The Bank of New York Mellon Corporation,CFO,credit,neutral
171.0,The Bank of New York Mellon Corporation,CEO,market,neutral
171.0,The Bank of New York Mellon Corporation,CFO,market,neutral
172.0,Northrup Grumman,CEO,market fluctuations,neutral
172.0,Northrup Grumman,CEO,operational,neutral
172.0,Northrup Grumman,CFO,market fluctuations,neutral
172.0,Northrup Grumman,CEO,competitive,neutral
172.0,Northrup Grumman,CEO,competitive,neutral
172.0,Northrup Grumman,CEO,competitive,neutral
172.0,Northrup Grumman,CFO,operational,neutral
172.0,Northrup Grumman,CEO,competitive,neutral
172.0,Northrup Grumman,CFO,operational,neutral
172.0,Northrup Grumman,CEO,competitive,neutral
172.0,Northrup Grumman,CFO,operational,neutral
173.0,State Street,CEO,market volatility,neutral
173.0,State Street,CFO,market volatility,neutral
173.0,State Street,CEO,market volatility,neutral
173.0,State Street,CFO,market volatility,neutral
173.0,State Street,CEO,market volatility,neutral
173.0,State Street,CFO,market volatility,neutral
173.0,State Street,CEO,market volatility,neutral
173.0,State Street,CFO,market volatility,neutral
173.0,State Street,CEO,market volatility,neutral
173.0,State Street,CFO,market volatility,neutral
174.0,Rock-Tenn,VP and Treasurer,operational,neutral
175.0,AIG,CEO,financial,neutral
175.0,AIG,CFO,financial,neutral
175.0,AIG,CRO,financial,neutral
175.0,AIG,CEO,operational,neutral
175.0,AIG,CFO,financial,neutral
176.0,DTE Energy,CFO,market conditions,neutral
176.0,DTE Energy,CFO,market conditions,neutral
176.0,DTE Energy,CFO,customer satisfaction,neutral
176.0,DTE Energy,CFO,regulatory,neutral
176.0,DTE Energy,CFO,market conditions,neutral
176.0,DTE Energy,CFO,market conditions,neutral
176.0,DTE Energy,CFO,market conditions,neutral
177.0,Pitney Bowes,"VP, IR",political or economic conditions,neutral
177.0,Pitney Bowes,President and CEO,changes in political or economic conditions,neutral
177.0,Pitney Bowes,EVP and CFO,changes in political or economic conditions,neutral
177.0,Pitney Bowes,"VP, IR",changes in political or economic conditions,neutral
177.0,Pitney Bowes,President and CEO,changes in political or economic conditions,neutral
177.0,Pitney Bowes,EVP and CFO,changes in political or economic conditions,neutral
177.0,Pitney Bowes,"VP, IR",changes in political or economic conditions,neutral
177.0,Pitney Bowes,President and CEO,changes in political or economic conditions,neutral
177.0,Pitney Bowes,EVP and CFO,changes in political or economic conditions,neutral
177.0,Pitney Bowes,"VP, IR",changes in political or economic conditions,neutral
177.0,Pitney Bowes,President and CEO,changes in political or economic conditions,neutral
177.0,Pitney Bowes,EVP and CFO,changes in political or economic conditions,neutral
178.0,AIG,"VP and Director, Investor Relations",market,neutral
178.0,AIG,"President, Chief Executive Officer",market,neutral
178.0,AIG,"VP and Director, Investor Relations",market,neutral
179.0,GE,Chairman and CEO,global financial system volatility,neutral
179.0,GE,Chairman and CEO,consumer confidence,neutral
179.0,GE,Chairman and CEO,unemployment,neutral
179.0,GE,Chairman and CEO,portfolio volatility,neutral
179.0,GE,Chairman and CEO,financial turmoil,neutral
179.0,GE,Chairman and CEO,weak industrial business,neutral
180.0,DaVita,LeAnne Zumwalt,regulatory,neutral
180.0,DaVita,Richard K. Whitney,pharmaceutical,neutral
180.0,DaVita,Richard K. Whitney,payer,neutral
180.0,DaVita,Richard K. Whitney,pharmaceutical,negative
180.0,DaVita,Richard K. Whitney,regulatory,negative
180.0,DaVita,Richard K. Whitney,operational,neutral
181.0,Sempra Energy,CEO,commodity price volatility,neutral
181.0,Sempra Energy,CEO,regulatory risk,neutral
181.0,Sempra Energy,CFO,regulatory risk,neutral
181.0,Sempra Energy,CEO,commodity price volatility,neutral
181.0,Sempra Energy,CFO,regulatory risk,neutral
181.0,Sempra Energy,CEO,commodity price volatility,neutral
181.0,Sempra Energy,CFO,regulatory risk,neutral
182.0,Adobe Inc.,CEO,forward-looking statement,neutral
182.0,Adobe Inc.,CEO,market demand,neutral
182.0,Adobe Inc.,CFO,market demand,neutral
183.0,Xcel Energy,CFO,operational,neutral
183.0,Xcel Energy,CFO,operational,neutral
183.0,Xcel Energy,CFO,operational,neutral
183.0,Xcel Energy,CFO,operational,neutral
183.0,Xcel Energy,CFO,operational,neutral
183.0,Xcel Energy,CFO,operational,neutral
183.0,Xcel Energy,CFO,operational,neutral
183.0,Xcel Energy,CFO,operational,neutral
183.0,Xcel Energy,CFO,operational,neutral
183.0,Xcel Energy,CFO,operational,neutral
183.0,Xcel Energy,CFO,operational,neutral
184.0,The Allstate Corporation,CEO,catastrophe losses,neutral
184.0,The Allstate Corporation,CEO,investment portfolio,neutral
184.0,The Allstate Corporation,CEO,capital markets,neutral
185.0,Noble Energy,CEO,uncertainties,neutral
185.0,Noble Energy,CEO,operational,neutral
185.0,Noble Energy,CEO,uncertainties,neutral
185.0,Noble Energy,CEO,operational,neutral
185.0,Noble Energy,CEO,uncertainties,neutral
186.0,Darden Restaurants,CEO,acquisition,neutral
186.0,Darden Restaurants,CFO,acquisition,neutral
186.0,Darden Restaurants,CEO,competition,neutral
186.0,Darden Restaurants,CEO,economic conditions,neutral
186.0,Darden Restaurants,CEO,food costs,neutral
186.0,Darden Restaurants,CEO,labor costs,neutral
186.0,Darden Restaurants,CEO,marketing costs,neutral
186.0,Darden Restaurants,CEO,restaurant operations,neutral
186.0,Darden Restaurants,CEO,litigation,neutral
186.0,Darden Restaurants,CEO,publicity,neutral
186.0,Darden Restaurants,CEO,location,neutral
186.0,Darden Restaurants,CEO,growth objectives,neutral
186.0,Darden Restaurants,CEO,weather,neutral
186.0,Darden Restaurants,CEO,new concepts,neutral
186.0,Darden Restaurants,CEO,restaurant disposition,neutral
186.0,Darden Restaurants,CEO,discontinued operations,neutral
187.0,BorgWarner,CEO,market,neutral
187.0,BorgWarner,CEO,operational,neutral
187.0,BorgWarner,CEO,market,neutral
187.0,BorgWarner,CEO,operational,neutral
187.0,BorgWarner,CEO,operational,neutral
187.0,BorgWarner,CEO,operational,neutral
187.0,BorgWarner,CEO,operational,neutral
187.0,BorgWarner,CEO,operational,neutral
188.0,Kohl's,CFO,financial performance,neutral
188.0,Kohl's,CFO,financial performance,neutral
188.0,Kohl's,CFO,financial performance,neutral
188.0,Kohl's,CFO,financial performance,neutral
189.0,Cooper Industries,CEO,global financial markets,neutral
189.0,Cooper Industries,CEO,commodity inflation,neutral
189.0,Cooper Industries,CEO,North American housing slump,neutral
189.0,Cooper Industries,CEO,US automotive,neutral
189.0,Cooper Industries,CEO,furniture and other consumer related manufacturing,neutral
189.0,Cooper Industries,CEO,international growth,neutral
190.0,Cisco Systems,CEO,economic uncertainty,neutral
190.0,Cisco Systems,CFO,financial performance,neutral
190.0,Cisco Systems,CEO,forward-looking statements,neutral
191.0,CIGNA,Vice President Investor Relations,financial volatility,neutral
192.0,Manitowoc Company Incorporated,Operator,forward-looking statements,neutral
192.0,Manitowoc Company Incorporated,CEO,strategic acquisition,neutral
192.0,Manitowoc Company Incorporated,CEO,change in company balance,neutral
192.0,Manitowoc Company Incorporated,CEO,strategic acquisition,neutral
193.0,Gilead Sciences,Investor Relations,regulatory,neutral
193.0,Gilead Sciences,CEO,market,neutral
193.0,Gilead Sciences,CEO,market,neutral
194.0,Ingersoll-Rand,"Chairman, President and CEO",end markets,neutral
194.0,Ingersoll-Rand,Senior Vice President and CFO,restrained credit availability,neutral
195.0,None,CEO,business,neutral
195.0,None,CFO,business,neutral
195.0,None,CFO,business,neutral
195.0,None,CFO,business,neutral
195.0,None,CFO,business,neutral
195.0,None,CFO,business,neutral
195.0,None,CFO,business,neutral
196.0,Embarq,CEO,revenue decline,neutral
196.0,Embarq,CFO,wireless revenue slowdown,neutral
196.0,Embarq,CEO,access line losses,neutral
196.0,Embarq,CEO,consumer market line losses,neutral
196.0,Embarq,CEO,business market line losses,neutral
196.0,Embarq,CEO,capital expenditure,neutral
196.0,Embarq,CEO,data revenue growth,neutral
196.0,Embarq,CEO,capital expenditure,neutral
197.0,Tyson Foods,CEO,market demand,neutral
197.0,Tyson Foods,CEO,input costs,neutral
197.0,Tyson Foods,CEO,competitive,neutral
197.0,Tyson Foods,CEO,market demand,neutral
197.0,Tyson Foods,CEO,input costs,neutral
197.0,Tyson Foods,CFO,input costs,neutral
197.0,Tyson Foods,CFO,supply,neutral
198.0,Weyerhaeuser,VP of IR,market conditions,neutral
198.0,Weyerhaeuser,President and CEO,market conditions,neutral
198.0,Weyerhaeuser,CFO,market conditions,neutral
198.0,Weyerhaeuser,President and CEO,market conditions,neutral
198.0,Weyerhaeuser,CFO,market conditions,neutral
198.0,Weyerhaeuser,President and CEO,market conditions,neutral
198.0,Weyerhaeuser,CFO,market conditions,neutral
199.0,"D.R. Horton, Incorporated",CEO,sales,neutral
199.0,"D.R. Horton, Incorporated",CFO,sales,neutral
199.0,"D.R. Horton, Incorporated",Senior EVP,margin,neutral
199.0,"D.R. Horton, Incorporated",CFO,margin,neutral
200.0,Raytheon,Investor Relations,execution,neutral
200.0,Raytheon,Chairman and Chief Executive Officer,execution,neutral
200.0,Raytheon,Chief Financial Officer,execution,neutral
201.0,Biogen Inc.,CEO,market,neutral
201.0,Biogen Inc.,CFO,market,neutral
201.0,Biogen Inc.,"Senior Vice President, U.S. Commercial",market,neutral
201.0,Biogen Inc.,"President, R&D",operational,neutral
201.0,Biogen Inc.,Executive Vice President and Chief Financial Officer,financial,neutral
201.0,Biogen Inc.,Senior Vice President of Neurology Research and Development,operational,neutral
202.0,Campbell Soup Company,CEO,financial,neutral
202.0,Campbell Soup Company,CFO,financial,neutral
202.0,Campbell Soup Company,CFO,operational,neutral
202.0,Campbell Soup Company,CFO,financial,neutral
202.0,Campbell Soup Company,CFO,financial,neutral
202.0,Campbell Soup Company,CFO,financial,neutral
202.0,Campbell Soup Company,CFO,financial,neutral
202.0,Campbell Soup Company,CFO,financial,neutral
202.0,Campbell Soup Company,CFO,financial,neutral
202.0,Campbell Soup Company,CFO,financial,neutral
202.0,Campbell Soup Company,CFO,financial,neutral
202.0,Campbell Soup Company,CFO,financial,neutral
202.0,Campbell Soup Company,CFO,financial,neutral
203.0,Merck,CEO,financial performance,neutral
203.0,Merck,CEO,market exclusivity,neutral
203.0,Merck,CEO,economic conditions,neutral
203.0,Merck,CEO,financial performance,neutral
203.0,Merck,CEO,financial performance,neutral
204.0,Kansas City Southern,CEO,economic conditions,neutral
204.0,Kansas City Southern,CEO,fuel prices,neutral
204.0,Kansas City Southern,CEO,weather,neutral
204.0,Kansas City Southern,CEO,economic conditions,neutral
204.0,Kansas City Southern,COO,economic conditions,neutral
204.0,Kansas City Southern,CFO,economic conditions,neutral
205.0,AMR,CEO,fuel prices,neutral
205.0,AMR,CFO,fuel prices,neutral
205.0,AMR,CFO,fuel prices volatility,neutral
205.0,AMR,CEO,weather disruptions,neutral
205.0,AMR,CEO,airworthiness issues,neutral
205.0,AMR,CEO,economic conditions,neutral
206.0,Big Lots,"VP, Strategic Planning & IR",economic downturn,neutral
206.0,Big Lots,"Chairman, President & CEO",legal liability,neutral
206.0,Big Lots,SVP & CFO,legal liability,neutral
206.0,Big Lots,"SVP, Real Estate, Legal and General Counsel",legal liability,neutral
206.0,Big Lots,"VP, Strategic Planning & IR",economic downturn,neutral
207.0,Schlumberger,Simon Ayat,operational,neutral
207.0,Schlumberger,Simon Ayat,geopolitical,neutral
207.0,Schlumberger,Simon Ayat,operational,neutral
207.0,Schlumberger,Simon Ayat,operational,neutral
207.0,Schlumberger,Simon Ayat,operational,neutral
207.0,Schlumberger,Simon Ayat,operational,neutral
208.0,Halliburton,VP IR,market conditions,neutral
208.0,Halliburton,CEO,market conditions,neutral
208.0,Halliburton,CFO,market conditions,neutral
208.0,Halliburton,VP IR,market conditions,neutral
208.0,Halliburton,CEO,market conditions,neutral
208.0,Halliburton,CFO,market conditions,neutral
208.0,Halliburton,VP IR,market conditions,neutral
208.0,Halliburton,CEO,market conditions,neutral
208.0,Halliburton,CFO,market conditions,neutral
208.0,Halliburton,VP IR,market conditions,neutral
208.0,Halliburton,CEO,market conditions,neutral
208.0,Halliburton,CFO,market conditions,neutral
208.0,Halliburton,VP IR,market conditions,neutral
208.0,Halliburton,CEO,market conditions,neutral
208.0,Halliburton,CFO,market conditions,neutral
209.0,PepsiCo,CEO,inflation,neutral
209.0,PepsiCo,CEO,economic slowdown,neutral
209.0,PepsiCo,CEO,market weakness,neutral
209.0,PepsiCo,CEO,inflation,neutral
210.0,PPL Corporation,CEO,financial,decrease
210.0,PPL Corporation,CEO,operational,neutral
210.0,PPL Corporation,CEO,financial,decrease
210.0,PPL Corporation,CEO,financial,decrease
210.0,PPL Corporation,CEO,operational,decrease
210.0,PPL Corporation,CEO,financial,decrease
210.0,PPL Corporation,CEO,operational,decrease
210.0,PPL Corporation,CEO,financial,decrease
210.0,PPL Corporation,CEO,operational,decrease
211.0,Aflac,CEO,market,neutral
212.0,Juniper Networks,VP of IR,economic conditions,neutral
212.0,Juniper Networks,Chairman of the Board,technology spending,neutral
212.0,Juniper Networks,CEO,network capacity requirements,neutral
212.0,Juniper Networks,CFO,manufacturing and supply chain constraints,neutral
212.0,Juniper Networks,VP of IR,customer perceptions,neutral
212.0,Juniper Networks,VP of IR,litigation,neutral
212.0,Juniper Networks,VP of IR,economic conditions,neutral
212.0,Juniper Networks,Chairman of the Board,economic conditions,neutral
212.0,Juniper Networks,CEO,economic conditions,neutral
212.0,Juniper Networks,CEO,economic conditions,neutral
213.0,McDonald's,"VP, Investor Relations",execution,neutral
213.0,McDonald's,CEO,execution,neutral
213.0,McDonald's,CFO,execution,neutral
213.0,McDonald's,COO,execution,neutral
213.0,McDonald's,"VP, Investor Relations",execution,neutral
213.0,McDonald's,CEO,execution,neutral
213.0,McDonald's,CFO,execution,neutral
213.0,McDonald's,COO,execution,neutral
213.0,McDonald's,"VP, Investor Relations",execution,neutral
213.0,McDonald's,CEO,execution,neutral
213.0,McDonald's,CFO,execution,neutral
213.0,McDonald's,COO,execution,neutral
213.0,McDonald's,"VP, Investor Relations",execution,neutral
213.0,McDonald's,CEO,execution,neutral
213.0,McDonald's,CFO,execution,neutral
213.0,McDonald's,COO,execution,neutral
213.0,McDonald's,"VP, Investor Relations",execution,neutral
214.0,Kohl's,CEO,sales decline,neutral
215.0,Ameren Corporation,CEO,financial,neutral
215.0,Ameren Corporation,CFO,financial,neutral
215.0,Ameren Corporation,CEO,operational,neutral
215.0,Ameren Corporation,CFO,financial,neutral
216.0,Atmos Energy Corporation,CEO,market volatility,neutral
216.0,Atmos Energy Corporation,CFO,market volatility,neutral
216.0,Atmos Energy Corporation,CEO,regulatory,neutral
216.0,Atmos Energy Corporation,CFO,market volatility,neutral
216.0,Atmos Energy Corporation,CEO,regulatory,neutral
217.0,PACCAR,CEO,economic,neutral
217.0,PACCAR,CEO,market,neutral
217.0,PACCAR,CEO,competitive,neutral
217.0,PACCAR,CEO,economic,neutral
217.0,PACCAR,CEO,market,neutral
217.0,PACCAR,CEO,economic,neutral
217.0,PACCAR,CEO,market,neutral
217.0,PACCAR,CEO,economic,neutral
218.0,Unisys,"Vice President, Investor Relations",economic downturn,neutral
219.0,"CBRE Group, Inc.",CEO,operational,negative
219.0,"CBRE Group, Inc.",CEO,operational,negative
219.0,"CBRE Group, Inc.",CEO,operational,neutral
219.0,"CBRE Group, Inc.",CEO,operational,neutral
219.0,"CBRE Group, Inc.",CEO,operational,neutral
220.0,Ashland,CEO,financial,neutral
220.0,Ashland,CFO,financial,neutral
220.0,Ashland,"VP and President, Ashland Distribution",operational,neutral
220.0,Ashland,CEO,operational,neutral
220.0,Ashland,CFO,financial,neutral
220.0,Ashland,CEO,financial,neutral
221.0,CVS Caremark Corporation,CEO,regulatory,neutral
221.0,CVS Caremark Corporation,CFO,contractual,neutral
221.0,CVS Caremark Corporation,CEO,market,neutral
221.0,CVS Caremark Corporation,CFO,market,neutral
221.0,CVS Caremark Corporation,CEO,regulatory,neutral
222.0,TSYS,CEO,economic headwinds,neutral
222.0,TSYS,CEO,client financial performance,neutral
222.0,TSYS,CEO,market volatility,neutral
222.0,TSYS,CEO,client slowdown,neutral
222.0,TSYS,CEO,international margins,neutral
223.0,Arch Capital Group Ltd.,President and CEO,competitive market,neutral
223.0,Arch Capital Group Ltd.,President and CEO,volatile investment climate,neutral
223.0,Arch Capital Group Ltd.,President and CEO,competitive market,neutral
223.0,Arch Capital Group Ltd.,President and CEO,market conditions,neutral
223.0,Arch Capital Group Ltd.,President and CEO,market conditions,neutral
223.0,Arch Capital Group Ltd.,President and CEO,market conditions,neutral
223.0,Arch Capital Group Ltd.,President and CEO,market conditions,neutral
223.0,Arch Capital Group Ltd.,President and CEO,market conditions,neutral
223.0,Arch Capital Group Ltd.,President and CEO,market conditions,neutral
223.0,Arch Capital Group Ltd.,President and CEO,market conditions,neutral
224.0,Amylin Pharmaceuticals,CEO,market,neutral
224.0,Amylin Pharmaceuticals,CEO,regulatory,neutral
224.0,Amylin Pharmaceuticals,CEO,market,neutral
224.0,Amylin Pharmaceuticals,CEO,market,neutral
224.0,Amylin Pharmaceuticals,CEO,regulatory,neutral
224.0,Amylin Pharmaceuticals,CEO,market,neutral
225.0,Transocean Inc.,CEO,market,neutral
225.0,Transocean Inc.,CEO,operational,neutral
225.0,Transocean Inc.,CEO,cyclical industry,neutral
225.0,Transocean Inc.,CEO,market,neutral
225.0,Transocean Inc.,CEO,cyclical industry,neutral
226.0,Ecolab,CEO,market conditions,neutral
226.0,Ecolab,CEO,currency trends,neutral
226.0,Ecolab,CEO,product costs,neutral
226.0,Ecolab,CEO,market slowdown,neutral
226.0,Ecolab,CEO,currency trends,neutral
226.0,Ecolab,CEO,market slowdown,neutral
226.0,Ecolab,CEO,distributor incentive promotions,negative
226.0,Ecolab,CEO,market conditions,neutral
227.0,"Amazon.com, Inc.",CFO,margin decline,neutral
227.0,"Amazon.com, Inc.",CFO,margin decline,neutral
227.0,"Amazon.com, Inc.",CFO,margin decline,neutral
227.0,"Amazon.com, Inc.",CFO,margin decline,neutral
228.0,Robert Half International,Chairman and Chief Executive Officer,forward-looking statements,neutral
228.0,Robert Half International,"Vice Chairman, President and Chief Financial Officer",forward-looking statements,neutral
229.0,Tenet Healthcare,CEO,patient_mix,disappointed
229.0,Tenet Healthcare,CEO,financial,neutral
229.0,Tenet Healthcare,CEO,operational,neutral
229.0,Tenet Healthcare,CEO,financial,neutral
229.0,Tenet Healthcare,CEO,operational,neutral
229.0,Tenet Healthcare,CEO,financial,disappointed
229.0,Tenet Healthcare,CEO,patient_mix,disappointed
230.0,Duke Energy,"Senior VP, IR and Financial Planning",regulatory uncertainty,neutral
230.0,Duke Energy,"Chairman, President and Chief Executive Officer",regulatory uncertainty,neutral
230.0,Duke Energy,Group Executive and Chief Financial Officer,regulatory uncertainty,neutral
231.0,Public Storage,"VP, IR",economic,neutral
232.0,E*TRADE FINANCIAL Corporation,CEO,financial environment,neutral
233.0,C.H. Robinson,Director of IR,market conditions,neutral
233.0,C.H. Robinson,CEO and Chairman of the Board,market conditions,neutral
233.0,C.H. Robinson,Sr. VP and CFO,market conditions,neutral
233.0,C.H. Robinson,CEO and Chairman of the Board,fuel prices,neutral
233.0,C.H. Robinson,CEO and Chairman of the Board,capacity pricing,neutral
233.0,C.H. Robinson,CEO and Chairman of the Board,capacity pricing,neutral
233.0,C.H. Robinson,Sr. VP and CFO,margin impact,neutral
234.0,"Conagra Brands, Inc.",CEO,margin pressures,neutral
234.0,"Conagra Brands, Inc.",CFO,trade promotion spending,neutral
234.0,"Conagra Brands, Inc.",V.P. Investor Relations,SEC filings,neutral
234.0,"Conagra Brands, Inc.","President, Consumer Operations",performance,neutral
234.0,"Conagra Brands, Inc.","President, Commercial Operations",performance,neutral
235.0,Interpublic Group,CEO,economic uncertainty,neutral
235.0,Interpublic Group,CEO,economic uncertainty,neutral
235.0,Interpublic Group,CEO,economic uncertainty,neutral
236.0,DENTSPLY Internationals,CEO,economic downturn,neutral
236.0,DENTSPLY Internationals,CEO,market slowdown,neutral
236.0,DENTSPLY Internationals,CEO,market slowdown,neutral
236.0,DENTSPLY Internationals,CEO,market slowdown,neutral
236.0,DENTSPLY Internationals,CEO,market slowdown,neutral
236.0,DENTSPLY Internationals,CEO,market slowdown,neutral
236.0,DENTSPLY Internationals,CEO,market slowdown,neutral
237.0,eBay,CEO,economic downturn,neutral
237.0,eBay,CEO,competitive environment,neutral
237.0,eBay,CEO,regulatory,neutral
237.0,eBay,CEO,acquisition integration,neutral
237.0,eBay,CEO,competitive environment,neutral
237.0,eBay,CEO,technology infrastructure,neutral
238.0,The AES Corporation,CEO,market conditions,neutral
238.0,The AES Corporation,CFO,market conditions,neutral
238.0,The AES Corporation,CEO,market conditions,neutral
239.0,Avery Dennison Corporation,CEO,economic conditions,neutral
239.0,Avery Dennison Corporation,CEO,raw material costs,neutral
239.0,Avery Dennison Corporation,CEO,economic conditions,neutral
239.0,Avery Dennison Corporation,CEO,raw material costs,neutral
239.0,Avery Dennison Corporation,CEO,economic conditions,neutral
240.0,Interpublic Group,CEO,economic uncertainty,neutral
240.0,Interpublic Group,CFO,economic uncertainty,neutral
240.0,Interpublic Group,CEO,economic uncertainty,neutral
240.0,Interpublic Group,CFO,economic uncertainty,neutral
241.0,Target,CEO,economic uncertainty,neutral
241.0,Target,CFO,slower top line growth,neutral
241.0,Target,CFO,write-offs,neutral
241.0,Target,CFO,credit card segment,neutral
241.0,Target,CEO,economic uncertainty,neutral
241.0,Target,CEO,consumer spending contraction,neutral
241.0,Target,CEO,discretionary categories,neutral
241.0,Target,CEO,competitive landscape,neutral
241.0,Target,CEO,retailer survival,neutral
241.0,Target,CEO,competitive landscape,neutral
241.0,Target,CFO,expense growth,neutral
241.0,Target,CEO,value proposition communication,neutral
241.0,Target,CEO,price leadership,neutral
241.0,Target,CFO,share repurchase suspension,neutral
242.0,BB&T Corporation,SVP of IR,financial results,neutral
242.0,BB&T Corporation,Chairman and CEO,financial results,neutral
242.0,BB&T Corporation,Chief Operating Officer,financial results,neutral
242.0,BB&T Corporation,Chief Finance Officer,financial results,neutral
242.0,BB&T Corporation,SVP of IR,financial results,neutral
243.0,H&R Block,CEO,financial,neutral
243.0,H&R Block,CFO,financial,neutral
243.0,H&R Block,CEO,operational,neutral
243.0,H&R Block,CFO,financial,neutral
243.0,H&R Block,CEO,operational,neutral
243.0,H&R Block,CFO,financial,neutral
243.0,H&R Block,CEO,operational,neutral
243.0,H&R Block,CFO,financial,neutral
244.0,Moody's Corporation,Chairman and CEO,credit market conditions,neutral
244.0,Moody's Corporation,CFO,credit market conditions,neutral
244.0,Moody's Corporation,Chairman and CEO,regulatory area,neutral
245.0,Southern Company,CEO,regulatory,neutral
245.0,Southern Company,CEO,economic,neutral
245.0,Southern Company,CEO,operational,neutral
245.0,Southern Company,CEO,regulatory,neutral
245.0,Southern Company,CEO,economic,neutral
245.0,Southern Company,CEO,operational,neutral
245.0,Southern Company,CEO,economic,neutral
245.0,Southern Company,CEO,operational,neutral
245.0,Southern Company,CEO,regulatory,neutral
245.0,Southern Company,CEO,economic,neutral
246.0,WaMu,Senior Vice President of Investor Relations,credit,neutral
246.0,WaMu,Chief Executive Officer & Director,market,neutral
246.0,WaMu,"President, Chief Operating Officer & Interim President - Retail Banking",credit,neutral
246.0,WaMu,Chief Financial Officer & Executive Vice President,credit,neutral
246.0,WaMu,Chief Enterprise Risk Officer,credit,neutral
246.0,WaMu,Chief Executive Officer & Director,market,neutral
246.0,WaMu,Chief Financial Officer & Executive Vice President,market,neutral
246.0,WaMu,Chief Enterprise Risk Officer,credit,neutral
246.0,WaMu,Chief Executive Officer & Director,market,neutral
246.0,WaMu,Chief Financial Officer & Executive Vice President,market,neutral
246.0,WaMu,Chief Enterprise Risk Officer,market,neutral
246.0,WaMu,Chief Executive Officer & Director,market,neutral
246.0,WaMu,Chief Financial Officer & Executive Vice President,market,neutral
246.0,WaMu,Chief Enterprise Risk Officer,market,neutral
247.0,None,CEO,industry,neutral
248.0,Pitney Bowes,CEO,economic conditions,neutral
248.0,Pitney Bowes,CEO,political or economic conditions,neutral
248.0,Pitney Bowes,CEO,product development,neutral
248.0,Pitney Bowes,CEO,currency fluctuations,neutral
248.0,Pitney Bowes,CEO,economic conditions,neutral
248.0,Pitney Bowes,CEO,economic conditions,neutral
248.0,Pitney Bowes,CEO,economic conditions,neutral
248.0,Pitney Bowes,CEO,economic conditions,neutral
249.0,"Ameriprise Financial, Inc.",Chairman and CEO,market volatility,neutral
249.0,"Ameriprise Financial, Inc.",Chairman and CEO,market sensitivity,neutral
249.0,"Ameriprise Financial, Inc.",Chairman and CEO,credit market volatility,neutral
249.0,"Ameriprise Financial, Inc.",Chairman and CEO,client activity slowdown,neutral
249.0,"Ameriprise Financial, Inc.",Chairman and CEO,market conditions,neutral
249.0,"Ameriprise Financial, Inc.",Chairman and CEO,asset class exposure,neutral
249.0,"Ameriprise Financial, Inc.",Chairman and CEO,market conditions,neutral
250.0,Ford Motor Company,Director of IR,economic slowdown,neutral
250.0,Ford Motor Company,President and CEO,economic slowdown,neutral
250.0,Ford Motor Company,EVP and CFO,economic slowdown,neutral
250.0,Ford Motor Company,President and CEO,economic challenges,neutral
250.0,Ford Motor Company,EVP and CFO,economic challenges,neutral
251.0,Southern Company,CEO,economic,neutral
251.0,Southern Company,CFO,weather,neutral
251.0,Southern Company,CEO,economic,neutral
251.0,Southern Company,CFO,economic,neutral
251.0,Southern Company,CEO,economic,neutral
251.0,Southern Company,CFO,economic,neutral
251.0,Southern Company,CEO,economic,neutral
251.0,Southern Company,CFO,economic,neutral
252.0,M&T Bank,CFO,credit,neutral
252.0,M&T Bank,CFO,credit,neutral
252.0,M&T Bank,CFO,credit,neutral
252.0,M&T Bank,CFO,credit,neutral
252.0,M&T Bank,CFO,credit,neutral
253.0,Fluor Corporation,CEO,market,neutral
253.0,Fluor Corporation,CFO,market,neutral
253.0,Fluor Corporation,Senior Group President,market,neutral
253.0,Fluor Corporation,CEO,market,neutral
254.0,Pinnacle West,CEO,weather,neutral
254.0,Pinnacle West,CFO,market,neutral
254.0,Pinnacle West,CEO,market,neutral
254.0,Pinnacle West,CEO,market,neutral
254.0,Pinnacle West,CEO,market,neutral
